i:      0 err:   3.231864
i:    100 err:   3.077308
i:    200 err:   3.068908
i:    300 err:   3.059072
i:    400 err:   3.065392
i:    500 err:   3.063188
i:    600 err:   3.059284
i:    700 err:   3.070189
i:    800 err:   3.116526
i:    900 err:   2.594009
i:   1000 err:   1.926161
i:   1100 err:   1.116403
i:   1200 err:   0.677817
i:   1300 err:   0.456140
i:   1400 err:   0.295244
i:   1500 err:   0.178455
i:   1600 err:   0.113086
i:   1700 err:   0.085119
i:   1800 err:   0.073400
i:   1900 err:   0.085720
i:   2000 err:   0.053193
i:   2100 err:   0.051953
i:   2200 err:   0.040408
i:   2300 err:   0.036696
i:   2400 err:   0.045142
i:   2500 err:   0.029803
i:   2600 err:   0.028921
i:   2700 err:   0.028604
i:   2800 err:   0.026043
i:   2900 err:   0.029109
i:   3000 err:   0.019171
i:   3100 err:   0.018211
i:   3200 err:   0.018040
i:   3300 err:   0.020314
i:   3400 err:   0.014142
i:   3500 err:   0.015510
i:   3600 err:   0.014054
i:   3700 err:   0.013580
i:   3800 err:   0.011136
i:   3900 err:   0.013610
i:   4000 err:   0.011543
i:   4100 err:   0.011462
i:   4200 err:   0.010253
i:   4300 err:   0.008463
i:   4400 err:   0.012260
i:   4500 err:   0.010087
i:   4600 err:   0.008111
i:   4700 err:   0.009017
i:   4800 err:   0.009055
i:   4900 err:   0.008522
i:   5000 err:   0.008146
i:   5100 err:   0.007205
i:   5200 err:   0.006834
i:   5300 err:   0.007062
i:   5400 err:   0.008622
i:   5500 err:   0.008173
i:   5600 err:   0.011649
i:   5700 err:   0.007613
i:   5800 err:   0.006672
i:   5900 err:   0.007824
i:   6000 err:   0.006606
i:   6100 err:   0.006102
i:   6200 err:   0.005809
i:   6300 err:   0.006409
i:   6400 err:   0.005868
i:   6500 err:   0.008766
i:   6600 err:   0.007323
i:   6700 err:   0.006756
i:   6800 err:   0.006353
i:   6900 err:   0.005292
i:   7000 err:   0.005470
i:   7100 err:   0.006207
i:   7200 err:   0.006068
i:   7300 err:   0.006072
i:   7400 err:   0.005975
i:   7500 err:   0.006515
i:   7600 err:   0.006603
i:   7700 err:   0.006171
i:   7800 err:   0.005470
i:   7900 err:   0.008601
i:   8000 err:   0.005531
i:   8100 err:   0.005887
i:   8200 err:   0.005886
i:   8300 err:   0.008272
i:   8400 err:   0.005614
i:   8500 err:   0.006029
i:   8600 err:   0.006548
i:   8700 err:   0.004619
i:   8800 err:   0.005264
i:   8900 err:   0.004961
i:   9000 err:   0.004733
i:   9100 err:   0.005141
i:   9200 err:   0.004988
i:   9300 err:   0.004365
i:   9400 err:   0.004280
i:   9500 err:   0.005406
i:   9600 err:   0.005119
i:   9700 err:   0.004953
i:   9800 err:   0.005166
i:   9900 err:   0.005174
i:  10000 err:   0.005856
